"city","location","state","year","month","AWND","DP10","DSNW","DT00","DX32","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","PRCP","SNOW","TAVG","TMAX","TMIN","MXTRM"
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2016,7,8.5,1,0,0,0,31,71,0,0,0.17,115,0.2,0,95.4,107.1,83.6,44
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2016,8,7.2,0,0,0,0,30,71,0,0,0.08,111,0.17,0,91.2,102.3,80.1,40
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2016,9,6.9,0,0,0,0,21,62,0,0,0,104,0,0,82.3,93.3,71.3,42
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2016,10,6.9,1,0,0,0,6,57,0,0,0.22,93,0.23,0,73.9,83.8,63.9,36
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2016,11,5.6,0,0,0,0,0,37,0,0,0,83,0,0,60.8,70.9,50.6,46
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2016,12,4.9,2,0,0,0,0,30,0,0,0.58,70,0.83,0,48.3,56.6,40,40
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2017,1,7.6,2,0,0,0,0,33,0,0,0.48,67,0.91,0,49.3,56.6,42,34
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2017,2,7.6,1,0,0,0,0,37,0,0,0.43,76,0.56,0,57.2,65.4,49,39
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2017,3,7.6,0,0,0,0,2,40,0,0,0.01,90,0.01,0,65.6,77.3,53.9,50
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2017,4,9.8,0,0,0,0,0,50,0,0,0.04,89,0.04,0,70.1,80.7,59.4,39
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2017,5,8.1,0,0,0,0,18,51,0,0,0.07,102,0.08,0,77.4,89.1,65.6,51
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2017,6,8.3,0,0,0,0,28,59,0,0,0,117,0,0,91.8,104.5,79.1,58
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2017,7,6.7,0,0,0,0,30,74,0,0,0.09,116,0.09,0,95.7,106.6,84.9,42
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2017,8,6.3,1,0,0,0,31,74,0,0,0.21,110,0.24,0,92,103,81,36
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2017,9,6.5,2,0,0,0,19,54,0,0,0.35,107,0.46,0,81.9,91.9,71.9,53
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2017,10,6,0,0,0,0,3,51,0,0,0,91,0,0,71.7,83.6,59.7,40
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2017,11,6.3,0,0,0,0,0,41,0,0,0,80,0,0,62.7,72.9,52.6,39
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2017,12,6,0,0,0,0,0,33,0,0,0,75,0,0,52.2,62.7,41.8,42
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2018,1,4.3,2,0,0,0,0,36,0,0,1.33,71,1.47,0,53.6,63.4,43.8,35
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2018,2,6.5,0,0,0,0,0,31,0,0,0.01,78,0.01,0,54.1,64.3,44,47
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2018,3,8.3,2,0,0,0,0,39,0,0,0.12,88,0.26,0,59.8,69.5,50.3,49
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2018,4,8.9,0,0,0,0,9,50,0,0,0,96,0,0,72.5,83.9,61.1,46
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2018,5,7.8,1,0,0,0,19,48,0,0,0.24,105,0.24,0,78.7,89.9,67.5,57
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2018,6,8.1,0,0,0,0,30,68,0,0,0,113,0,0,90.9,103.1,78.8,45
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2018,7,6.3,1,0,0,0,31,73,0,0,0.57,115,0.78,0,95.8,106.9,84.6,42
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2018,8,7.8,0,0,0,0,31,72,0,0,0.09,111,0.09,0,94.4,105.2,83.6,39
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2018,9,7.2,0,0,0,0,30,69,0,0,0,107,0,0,88.1,99.6,76.6,38
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2018,10,7.4,1,0,0,0,0,52,0,0,0.12,89,0.14,0,70,79,60.9,37
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2018,11,5.1,1,0,0,0,0,39,0,0,0.22,80,0.23,0,57.5,67.5,47.5,41
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2018,12,5.1,0,0,0,0,0,33,0,0,0.09,68,0.17,0,50.2,58.5,41.9,35
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2019,1,5.4,3,0,0,0,0,28,0,0,0.39,69,1.04,0,50.3,58.5,42.1,41
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2019,2,7.8,5,0,0,0,0,32,0,0.5,1.11,74,2.06,0.8,47.6,55.9,39.3,42
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2019,3,8.3,1,0,0,0,0,40,0,0,0.25,82,0.37,0,60.1,69.5,50.7,42
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2019,4,8.9,2,0,0,0,6,50,0,0,0.25,96,0.35,0,71.1,82.1,60,46
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2019,5,7.8,2,0,0,0,6,52,0,0,0.45,93,0.8,0,71.2,81.5,60.9,41
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2019,6,7.8,0,0,0,0,29,68,0,0,0,107,0,0,87.8,98.9,76.6,39
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2019,7,7.8,0,0,0,0,31,76,0,0,0.03,112,0.04,0,94.1,105.1,83.1,36
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2019,8,6.7,0,0,0,0,31,76,0,0,0,113,0,0,94.3,106.7,81.9,37
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2019,9,7.6,1,0,0,0,21,57,0,0,0.24,110,0.24,0,83.7,94.5,72.8,53
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2019,10,6.9,0,0,0,0,2,36,0,0,0,92,0,0,66.6,78.3,54.9,56
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2019,11,4.7,2,0,0,0,0,34,0,0,0.67,81,1.06,0,58.5,69.3,47.6,47
"Las Vegas","MCCARRAN INTERNATIONAL AIRPORT","NV",2019,12,4.5,3,0,0,0,0,32,0,0,0.34,64,0.93,0,48.7,55.6,41.8,32
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2010,1,6,8,0,0,0,0,43,0,0,1.13,80,4.3,0,58.4,66.8,50,37
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2010,2,6.9,5,0,0,0,0,41,0,0,1.39,80,3.23,0,57.5,64.7,50.3,39
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2010,3,7.8,1,0,0,0,0,46,0,0,0.18,85,0.21,0,59.8,67.5,52.1,39
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2010,4,9.2,4,0,0,0,0,46,0,0,0.56,79,1.25,0,58.5,64.6,52.3,33
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2010,5,8.3,0,0,0,0,0,51,0,0,0.04,75,0.08,0,61,67,55,24
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2010,6,6.9,0,0,0,0,0,57,0,0,0,72,0,0,64.6,69,60.2,15
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2010,7,7.6,0,0,0,0,0,58,0,0,0,79,0,0,65.7,70.5,61,21
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2010,8,7.4,0,0,0,0,0,57,0,0,0,83,0,0,65.8,71.4,60.3,26
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2010,9,6.7,0,0,0,0,2,56,0,0,0,105,0,0,66.8,73.2,60.4,49
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2010,10,6.5,5,0,0,0,0,54,0,0,0.62,84,1.56,0,65.6,70.8,60.3,30
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2010,11,6.5,2,0,0,0,2,42,0,0,0.31,98,0.59,0,61.4,70.3,52.5,56
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2010,12,5.8,9,0,0,0,0,39,0,0,2.23,83,8.83,0,58.2,65,51.3,44
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2011,1,4.9,2,0,0,0,0,44,0,0,0.59,81,0.81,0,59.2,68.7,49.6,37
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2011,2,6.5,4,0,0,0,0,41,0,0,0.5,80,1.47,0,55.3,63.3,47.3,39
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2011,3,7.4,7,0,0,0,0,44,0,0,2.36,83,4.04,0,57.9,64.5,51.4,39
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2011,4,8.3,0,0,0,0,0,44,0,0,0,83,0,0,61.8,68.1,55.4,39
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2011,5,8.7,2,0,0,0,0,51,0,0,0.25,87,0.53,0,62.4,68.6,56.2,36
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2011,6,7.6,0,0,0,0,0,53,0,0,0.02,74,0.02,0,63.8,68.9,58.7,21
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2011,7,8.1,0,0,0,0,0,59,0,0,0,78,0,0,68.3,73.3,63.4,19
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2011,8,6.9,0,0,0,0,0,59,0,0,0,82,0,0,67.6,72.9,62.3,23
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2011,9,6.9,0,0,0,0,0,58,0,0,0.01,84,0.01,0,66.9,72.1,61.8,26
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2011,10,6,1,0,0,0,1,52,0,0,0.61,92,0.63,0,64.5,70.9,58.1,40
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2011,11,5.6,4,0,0,0,0,44,0,0,0.98,84,1.69,0,59.1,67,51.2,40
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2011,12,4.5,1,0,0,0,0,40,0,0,0.65,73,0.67,0,55,64.2,45.8,33
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2012,1,4.9,2,0,0,0,0,44,0,0,0.62,85,1.19,0,59.4,69.5,49.2,41
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2012,2,6.5,0,0,0,0,0,41,0,0,0.09,78,0.12,0,57.1,65.3,48.8,37
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2012,3,7.6,4,0,0,0,0,43,0,0,0.98,87,1.78,0,57.1,64.2,50.1,44
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2012,4,7.8,5,0,0,0,0,45,0,0,0.44,82,1.51,0,59.7,66.4,53,37
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2012,5,7.6,0,0,0,0,0,54,0,0,0.01,74,0.01,0,63,68.1,58,20
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2012,6,7.6,0,0,0,0,0,58,0,0,0,74,0,0,65.3,70,60.6,16
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2012,7,7.4,0,0,0,0,0,57,0,0,0,86,0,0,66.6,71.6,61.7,29
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2012,8,7.2,0,0,0,0,0,62,0,0,0,85,0,0,72.2,78,66.5,23
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2012,9,6.5,0,0,0,0,1,62,0,0,0,98,0,0,72.2,78.7,65.8,36
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2012,10,6.5,1,0,0,0,1,55,0,0,0.11,93,0.15,0,69,76.4,61.6,38
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2012,11,6.3,3,0,0,0,1,47,0,0,0.67,91,1.31,0,62.7,69.7,55.6,44
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2012,12,6,5,0,0,0,0,41,0,0,1.42,68,2.82,0,56.6,62.3,50.8,27
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2013,1,5.6,4,0,0,0,0,38,0,0,0.76,80,1.3,0,56.5,65.7,47.3,42
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2013,2,6.5,1,0,0,0,0,39,0,0,0.13,80,0.2,0,56.1,64.8,47.5,41
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2013,3,6.5,1,0,0,0,0,48,0,0,0.59,82,0.66,0,59.2,65.3,53,34
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2013,4,8.3,0,0,0,0,0,51,0,0,0.06,79,0.06,0,62.1,68.3,56,28
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2013,5,7.8,2,0,0,0,1,58,0,0,0.2,90,0.39,0,66.5,72.6,60.5,32
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2013,6,7.4,0,0,0,0,0,60,0,0,0,85,0,0,67.9,73.1,62.7,25
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2013,7,7.4,0,0,0,0,0,62,0,0,0.02,81,0.03,0,69,73.9,64,19
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2013,8,7.2,0,0,0,0,1,57,0,0,0,92,0,0,68.6,74.1,63.1,35
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2013,9,6.9,0,0,0,0,0,56,0,0,0,87,0,0,70.1,76.7,63.6,31
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2013,10,6.3,0,0,0,0,2,52,0,0,0.02,91,0.02,0,65.7,73.1,58.3,39
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2013,11,5.6,3,0,0,0,1,50,0,0,0.31,90,0.69,0,64.1,72.4,55.8,40
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2013,12,4.9,1,0,0,0,0,39,0,0,0.26,85,0.3,0,59,69.4,48.6,46
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2014,1,4.5,0,0,0,0,0,46,0,0,0,87,0,0,61.3,71.7,51,41
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2014,2,6.3,3,0,0,0,0,46,0,0,1.56,78,2.79,0,59.7,66.8,52.7,32
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2014,3,7.4,1,0,0,0,0,51,0,0,0.35,85,0.36,0,62.3,69.1,55.6,34
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2014,4,8.3,1,0,0,0,0,49,0,0,0.12,89,0.26,0,62.6,69.8,55.5,40
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2014,5,8.1,0,0,0,0,5,54,0,0,0,97,0,0,68.9,76.6,61.2,43
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2014,6,7.6,0,0,0,0,0,59,0,0,0,76,0,0,67.6,72.4,62.8,17
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2014,7,8.1,1,0,0,0,0,65,0,0,0.14,84,0.14,0,71.8,77,66.6,19
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2014,8,7.8,0,0,0,0,0,62,0,0,0.02,84,0.03,0,71.2,76.6,65.8,22
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2014,9,7.2,0,0,0,0,1,62,0,0,0.02,90,0.02,0,73,78.9,67.1,28
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2014,10,5.8,1,0,0,0,2,59,0,0,0.24,95,0.24,0,70,77.2,62.7,36
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2014,11,5.8,2,0,0,0,0,51,0,0,0.22,88,0.42,0,64.9,73.6,56.3,37
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2014,12,5.6,6,0,0,0,0,40,0,0,1.49,79,4.04,0,58.2,64.9,51.5,39
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2015,1,4.5,3,0,0,0,0,36,0,0,0.69,83,1.25,0,59.8,68.8,50.9,47
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2015,2,6,1,0,0,0,0,45,0,0,0.27,84,0.27,0,61,68.7,53.3,39
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2015,3,6.3,2,0,0,0,1,47,0,0,0.25,90,0.49,0,64.5,73.3,55.7,43
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2015,4,8.1,1,0,0,0,0,48,0,0,0.1,83,0.11,0,62.2,69.6,54.8,35
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2015,5,8.3,3,0,0,0,0,49,0,0,0.19,72,0.43,0,61,66.2,55.8,23
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2015,6,7.6,0,0,0,0,0,57,0,0,0.01,85,0.01,0,66.3,71.6,61.1,28
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2015,7,8.1,1,0,0,0,0,62,0,0,0.32,86,0.35,0,70.3,75.4,65.2,24
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2015,8,7.4,0,0,0,0,0,64,0,0,0,86,0,0,72.8,78.3,67.2,22
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2015,9,6.5,1,0,0,0,2,64,0,0,1.8,92,1.81,0,75.1,81.2,69,28
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2015,10,6.9,0,0,0,0,4,60,0,0,0.08,99,0.1,0,74,81.2,66.8,39
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2015,11,6.9,0,0,0,0,0,45,0,0,0.03,89,0.06,0,62.2,72.1,52.4,44
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2015,12,6.9,3,0,0,0,0,39,0,0,0.46,80,1.08,0,57.3,66.1,48.6,41
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2016,1,6,4,0,0,0,0,44,0,0,1.42,76,2.95,0,57,64,49.9,32
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2016,2,5.4,2,0,0,0,0,41,0,0,0.6,89,0.73,0,63,73.4,52.6,48
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2016,3,8.5,3,0,0,0,0,47,0,0,0.53,77,1.46,0,60.5,67,53.9,30
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2016,4,8.3,2,0,0,0,0,51,0,0,0.14,84,0.29,0,63.5,70.8,56.3,33
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2016,5,8.1,1,0,0,0,0,53,0,0,0.56,71,0.59,0,62.8,67.8,57.7,18
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2016,6,7.8,0,0,0,0,0,56,0,0,0,85,0,0,66.9,72.4,61.3,29
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2016,7,8.3,0,0,0,0,0,63,0,0,0,86,0,0,71.6,77.4,65.9,23
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2016,8,8.3,0,0,0,0,0,61,0,0,0,80,0,0,70.6,76.1,65,19
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2016,9,7.8,0,0,0,0,3,58,0,0,0.01,101,0.01,0,71.1,77.7,64.4,43
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2016,10,7.2,1,0,0,0,1,57,0,0,0.26,97,0.36,0,68.3,75.5,61,40
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2016,11,6.3,3,0,0,0,2,47,0,0,0.5,94,1.11,0,64.8,74.5,55.1,47
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2016,12,6.9,6,0,0,0,0,41,0,0,0.96,80,2.79,0,58.1,65.8,50.5,39
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2017,1,7.2,8,0,0,0,0,40,0,0,2.94,76,7.44,0,55.8,62.7,48.8,36
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2017,2,7.2,6,0,0,0,0,43,0,0,1.58,72,4.05,0,57.2,62.6,51.8,29
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2017,3,7.6,0,0,0,0,0,46,0,0,0.05,79,0.08,0,61,69.3,52.8,33
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2017,4,8.9,1,0,0,0,0,50,0,0,0.33,84,0.38,0,63.6,71.9,55.4,34
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2017,5,8.5,1,0,0,0,0,48,0,0,0.13,87,0.13,0,63.3,69.4,57.1,39
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2017,6,7.8,0,0,0,0,0,56,0,0,0,82,0,0,66.7,72.6,60.9,26
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2017,7,8.1,0,0,0,0,0,62,0,0,0,88,0,0,71.7,77.5,65.8,26
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2017,8,8.1,0,0,0,0,1,64,0,0,0,93,0,0,72,77.3,66.8,29
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2017,9,8.1,0,0,0,0,3,56,0,0,0.06,97,0.08,0,71.5,78.5,64.6,41
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2017,10,6.5,0,0,0,0,6,58,0,0,0,104,0,0,71.5,80.4,62.5,46
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2017,11,6.5,0,0,0,0,2,50,0,0,0.07,94,0.1,0,65.5,73.7,57.3,44
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2017,12,4.9,0,0,0,0,0,41,0,0,0.01,86,0.01,0,61.4,72.4,50.3,45
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2018,1,5.8,2,0,0,0,0,44,0,0,1.12,89,1.4,0,61.9,71.1,52.6,45
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2018,2,7.2,1,0,0,0,0,40,0,0,0.1,81,0.1,0,58.4,67.4,49.5,41
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2018,3,8.1,6,0,0,0,0,44,0,0,0.56,79,2.07,0,58.7,65.2,52.1,35
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2018,4,8.5,0,0,0,0,0,51,0,0,0.05,83,0.05,0,62,69.1,54.9,32
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2018,5,8.5,0,0,0,0,0,54,0,0,0.05,76,0.06,0,62.9,68.3,57.5,22
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2018,6,8.1,0,0,0,0,0,57,0,0,0,76,0,0,67,72.5,61.6,19
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2018,7,8.5,0,0,0,0,3,64,0,0,0,93,0,0,74.5,80.1,68.9,29
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2018,8,8.1,0,0,0,0,1,64,0,0,0,94,0,0,74.7,80.6,68.9,30
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2018,9,7.4,0,0,0,0,0,61,0,0,0,82,0,0,70.1,75.7,64.6,21
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2018,10,6.9,1,0,0,0,0,56,0,0,0.5,89,0.58,0,68.7,75.6,61.8,33
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2018,11,6,2,0,0,0,0,50,0,0,1.49,86,2.09,0,65,74.1,56,36
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2018,12,6.7,1,0,0,0,0,40,0,0,1.36,78,1.45,0,58.7,66.3,51,38
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2019,1,6.5,8,0,0,0,0,39,0,0,1.08,78,5.52,0,57.5,64.9,50,39
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2019,2,8.9,8,0,0,0,0,41,0,0,1.68,68,4.42,0,53.6,60.3,46.9,27
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2019,3,8.5,2,0,0,0,0,47,0,0,0.99,81,2.1,0,59.5,66.7,52.3,34
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2019,4,8.5,0,0,0,0,0,52,0,0,0.04,81,0.05,0,62.7,69,56.3,29
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2019,5,8.9,2,0,0,0,0,50,0,0,0.29,73,0.73,0,62.1,67.3,56.9,23
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2019,6,8.1,0,0,0,0,0,59,0,0,0,80,0,0,66.5,71.2,61.7,21
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2019,7,7.8,0,0,0,0,0,62,0,0,0.05,87,0.05,0,69.4,75,63.8,25
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2019,8,7.6,0,0,0,0,0,60,0,0,0,85,0,0,70.5,76.3,64.6,25
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2019,9,7.4,0,0,0,0,1,57,0,0,0,93,0,0,73.4,80.2,66.6,36
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2019,10,6.5,0,0,0,0,7,53,0,0,0,98,0,0,70.1,80.2,60,45
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2019,11,6.3,3,0,0,0,3,43,0,0,0.78,93,1.44,0,63.6,72.3,55,50
"Los Angeles","LOS ANGELES INTERNATIONAL AIRPORT","CA",2019,12,6,5,0,0,0,0,43,0,0,1.13,78,4.42,0,58.8,66.3,51.3,35
"Madison","MADISON DANE CO REGIONAL AIRPORT","WI",2010,1,6.7,2,1,8,25,0,-11,8,6.3,0.47,38,0.88,6.4,16.9,24.1,9.8,49
"Madison","MADISON DANE CO REGIONAL AIRPORT","WI",2010,2,6.5,5,6,3,17,0,-2,8,4.8,0.28,38,1.02,15.2,23.1,30.4,15.8,40
"Madison","MADISON DANE CO REGIONAL AIRPORT","WI",2010,3,6.5,3,1,0,1,0,9,7,1.1,0.26,75,0.71,1.8,38.9,50.2,27.5,66
